Unnamed: 0,INPUT:audio,INPUT:image,OUTPUT:recording,OUTPUT:result_3d_question,OUTPUT:result_1st_question,OUTPUT:result_2nd_question,OUTPUT:result_4th_question,ASSIGNMENT:assignment_id,ASSIGNMENT:worker_id,speechkit_path,file_path,duration,new_path,new_speechkit_path,assigned_text,transcribed_text,levenstein_distance
376,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/7.png,eu.59b1863a-caf8-496f-bb6f-f4a9f1798d6a,No,Yes,Yes,No,00028edf7c--6614360a0352ba6b993c044d,c1b0877533d4866cb6f371173bbcce93,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6614360a0352ba6b993c044d/eu.59b1863a-caf8-496f-bb6f-f4a9f1798d6a.wav,31.206999999999997,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6614360a0352ba6b993c044d/eu.59b1863a-caf8-496f-bb6f-f4a9f1798d6a-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,7,Lucas go to school every day of the weeker he has many subjects to go to each school day english art science mathematics gym and history his mother packs a big backpack full of books and large for lucas his 1st class is english and he likes that teacher very much his english teacher says that he sa good pupil which lucas no means that she thinks he sa good student,39.0
377,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.7bf3ddfe-9ed7-44bf-8e57-c94a36fe6a4a,Yes,No,No,No,00028edf7c--6614361e4e5be33a302352d7,5511739638a1dc945204655b7cd16e44,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6614361e4e5be33a302352d7/eu.7bf3ddfe-9ed7-44bf-8e57-c94a36fe6a4a.wav,28.64,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6614361e4e5be33a302352d7/eu.7bf3ddfe-9ed7-44bf-8e57-c94a36fe6a4a-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,3,London is a famous and historic city it is the capital of england in the united kingdom and it s these quite popular for the international twist because london is home to 1 of the oldest standing monarchies in the western area you die in un recently traveled to london they were very excited for their trip because this was their 1st journey overseas from the united states,52.0
378,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/7.png,eu.b926a868-9647-43c2-91cb-ecd9b387a446,Yes,No,No,No,00028edf7c--66143682b44b48018d8bf9f8,b50fa539aeec357731d0de1ec3ed8293,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143682b44b48018d8bf9f8/eu.b926a868-9647-43c2-91cb-ecd9b387a446.wav,27.794,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143682b44b48018d8bf9f8/eu.b926a868-9647-43c2-91cb-ecd9b387a446-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,7,Lucas goes to school every day of the week he has many subjects to go to each school day english art science mathematics gene and history his mother parks a big backpack full of books and land for lucas his 1st class is english and he likes that data very much it s english teacher says that he is a good pupil which roccasnov means that she thinks he sa good student,47.0
379,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.0.mp4,https://storage.yandexcloud.net/toloka-chebotarev/9.png,eu.d0c2f206-0666-4fd6-ad8c-49dc0f608024,None of the above,Yes,Yes,No,00028edf7c--661436c7de86a150637d64d4,c7b2fe68c130b86c138fb5212306086d,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--661436c7de86a150637d64d4/eu.d0c2f206-0666-4fd6-ad8c-49dc0f608024.wav,34.496,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--661436c7de86a150637d64d4/eu.d0c2f206-0666-4fd6-ad8c-49dc0f608024-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0-new.mp4,9,I live in an apartment in my city there is a post office where people may let us on monday i go to work i work at the post office everyone shops for food at the grocery store they also eat at the restaurants the restaurant serves pizza and ice cream my friends and i often go to the park we like to play soccer at the park on fridays we go to the cinema to see a movie,31.0
380,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/2.png,eu.94523f7a-cfbf-4b7f-9bdd-d791c98aa0e0,Yes,Yes,Yes,No,00028edf7c--661436e1b44b48018d8c0193,a6944382fc0275d56e35d2c839bd01f8,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--661436e1b44b48018d8c0193/eu.94523f7a-cfbf-4b7f-9bdd-d791c98aa0e0.wav,26.155,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--661436e1b44b48018d8c0193/eu.94523f7a-cfbf-4b7f-9bdd-d791c98aa0e0-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,2,Monday is viewed by many to be the worst day of the week as it marks the ritual to work following the weekend when most full time employees are given 2 days off most students attend school in the morning and return home in the afternoon usually from about 8 until 3 or 7 until 2 and most workers go to work in the morning and return home the evening usually from 9 to 5 or 8 to 4,55.0
382,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.0.mp4,https://storage.yandexcloud.net/toloka-chebotarev/9.png,eu.516ec31d-ae6e-48f2-b4cf-673911a53357,None of the above,Yes,Yes,None of the above,00028edf7c--6614380c4e5be33a30237fd4,3e5bdc552325c0af0a2868ec43841f1d,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6614380c4e5be33a30237fd4/eu.516ec31d-ae6e-48f2-b4cf-673911a53357.wav,33.856,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6614380c4e5be33a30237fd4/eu.516ec31d-ae6e-48f2-b4cf-673911a53357-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0-new.mp4,9,I live in an apartment in my city there is a post office where people may let us on monday i go to work i work at the post office everyone shops for food at the grocery store they also eat at that restaurant the restaurant serves pizza and ice cream my friends and i often go to the park we like to play soccer at the park on fridays we go to the cinema to see a movie,33.0
383,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/7.png,eu.8c073c57-b80a-4f79-a533-98b50dac8c02,Yes,No,No,No,00028edf7c--661438bf0352ba6b993c4570,f2aa1e305d82261034620f657819f760,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--661438bf0352ba6b993c4570/eu.8c073c57-b80a-4f79-a533-98b50dac8c02.wav,34.414,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--661438bf0352ba6b993c4570/eu.8c073c57-b80a-4f79-a533-98b50dac8c02-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,7,Lucas goes to school every day of the week he has mainly subjects to go to each school day english at science mathematics gym and history his mother packs a big backpack full of books and lunch forst lucas his 1st class is english and he likes that titter very much his english teacher says that he is a good pupil which lucas knows means that she thinks he is a good student,34.0
384,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.0.mp4,https://storage.yandexcloud.net/toloka-chebotarev/1.png,eu.687dabf9-9b88-407a-a963-0c91de560acf,No,Yes,Yes,Yes,00028edf7c--661438e50352ba6b993c483f,6657961a1a4e74cd47cd4ba0788f3bfd,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--661438e50352ba6b993c483f/eu.687dabf9-9b88-407a-a963-0c91de560acf.wav,46.06,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--661438e50352ba6b993c483f/eu.687dabf9-9b88-407a-a963-0c91de560acf-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0-new.mp4,1,When she was a shel general like the sportes and she played basketball for an old boy s team she also worked as a model it s the age of 14 she knew she wanted to be an actress so she went to new york city to look for rahwark she appeared in an advertisement for mtv and is a fashion company s daughter and got to work in actress on tv her family moved to los angeles so that jennifer could work on tv and the infamous,91.0
385,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.0dc6efff-65f6-47c7-a9ce-63f95192937b,Yes,No,No,No,00028edf7c--6614390cb44b48018d8c3d9f,fbe96a94cabb544ba363609d7a529aee,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6614390cb44b48018d8c3d9f/eu.0dc6efff-65f6-47c7-a9ce-63f95192937b.wav,26.901,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6614390cb44b48018d8c3d9f/eu.0dc6efff-65f6-47c7-a9ce-63f95192937b-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,3,1 dinner sa famous and historic city it is the capital of england in the united kingdom the city is quite popular for international tourism because london is home to 1 of the oldest standing monarchies in the western area we then joined recently traveled to london they were very excited for the treat because this was that their 1st journey overseas from the united states,52.0
386,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/5.png,eu.9ae930cd-d30b-4f27-83bd-324cb25efa47,No,No,Yes,Yes,00028edf7c--66143a2a49336b297834964a,67242f0862bf19ea5267c082def018ce,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143a2a49336b297834964a/eu.9ae930cd-d30b-4f27-83bd-324cb25efa47.wav,25.088,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143a2a49336b297834964a/eu.9ae930cd-d30b-4f27-83bd-324cb25efa47-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5-new.mp4,5,My name is bob each day i drive my kids to school my daughter goes to a school that s far from our house it takes 30 minutes to get there then i drive my son to school it s close to my job my daughter isn t the 6th grade and my son is in the 2nd they are both good students my daughter usually sings her favorite songs while a drive a son usually sleeps,41.0
387,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/5.png,eu.526e746c-ea25-45b1-bfeb-e5b1d4a9e20e,No,No,Yes,Yes,00028edf7c--66143a45b44b48018d8c56c3,b127161d8f9b1308daa11a5798caf6af,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143a45b44b48018d8c56c3/eu.526e746c-ea25-45b1-bfeb-e5b1d4a9e20e.wav,27.096,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143a45b44b48018d8c56c3/eu.526e746c-ea25-45b1-bfeb-e5b1d4a9e20e-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5-new.mp4,5,My name is bob h day i drive my kids to school my daughter goes to school that s hard from our house it takes 30 minutes to get there then i drive myself to his school it s closed my job my daughter is in the 6th grade in masonry s in the 2nd they are both good students my daughter usually sings her favorite songs where i drive my son rudilly sleeps,59.0
389,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.0.mp4,https://storage.yandexcloud.net/toloka-chebotarev/9.png,eu.2ae0e01c-fa64-4d89-98c8-5bce37360799,Yes,Yes,Yes,No,00028edf7c--66143aee0352ba6b993c744f,93d325c381009d6be2ed28b38a416b38,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143aee0352ba6b993c744f/eu.2ae0e01c-fa64-4d89-98c8-5bce37360799.wav,31.552,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143aee0352ba6b993c744f/eu.2ae0e01c-fa64-4d89-98c8-5bce37360799-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0-new.mp4,9,I live in an apartment in my city there is a poster where people may let us on monday a good work i work at the post office everyone stops for food at the grocery store they also hit at the restaurant the restaurant starts with an ice cream my friends and hi often go to the park we like to play soccer at the back on fridays we go to the cinema to see a movie,56.0
391,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/2.png,eu.4f7f5a21-1161-4f19-b50b-b86da411fc92,No,Yes,Yes,No,00028edf7c--66143b68de86a150637dc98d,2235674dbf641bbd8bf202b1068bc964,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143b68de86a150637dc98d/eu.4f7f5a21-1161-4f19-b50b-b86da411fc92.wav,37.24,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143b68de86a150637dc98d/eu.4f7f5a21-1161-4f19-b50b-b86da411fc92-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,2,Monday is viewed by many to be the worst day of the week as it makes their return to work following the weekend when most full time employees are given 2 days off most students that tend school in the morning and they turn home in the afternoon usually from about 8 until 3 are 7 and 32 and most workers go to work in the morning and return home in the evening usually for 9 to 5 or 8 to 4,67.0
392,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.0.mp4,https://storage.yandexcloud.net/toloka-chebotarev/5.png,eu.e2442571-aa20-4341-8d37-f0699f2cdcb6,No,Yes,Yes,No,00028edf7c--66143b9ab44b48018d8c7243,7d3f3073ee4efdd505558e1bc834c9cf,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143b9ab44b48018d8c7243/eu.e2442571-aa20-4341-8d37-f0699f2cdcb6.wav,22.72,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143b9ab44b48018d8c7243/eu.e2442571-aa20-4341-8d37-f0699f2cdcb6-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0-new.mp4,5,My name is bob each day i draft my kids s school my daughter goes to school as far from the house take certain minutes together then i drive my son to his school it s close to my job my daughter is in 6th grade and my son is in 2nd they re both good students my daughter usually sings her favorite songs while i drive my son usually sleeps,69.0
393,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/5.png,eu.4b49ce66-f807-47da-9128-0ee14a2c9d10,No,No,Yes,Yes,00028edf7c--66143c33b44b48018d8c8316,2b084b80d850fc8163b0cbf918c7fe7d,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143c33b44b48018d8c8316/eu.4b49ce66-f807-47da-9128-0ee14a2c9d10.wav,28.98,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143c33b44b48018d8c8316/eu.4b49ce66-f807-47da-9128-0ee14a2c9d10-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5-new.mp4,5,My name is bob each day i drive my kids to school my daughter goes to a school that s far from our house it checks 30 minutes to get there then i drive my son to his school it s close to my job my daughter is in the 6th grade and my son is in the 2nd they are both good students my daughter usually sings her favorite songs while i drive my son usually sleeps,38.0
395,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.0.mp4,https://storage.yandexcloud.net/toloka-chebotarev/5.png,eu.737efa9f-03ab-45b1-9822-d4f2ad58a0ab,No,Yes,Yes,No,00028edf7c--66143ccc0352ba6b993c9904,3e75eb845003b0438a7bf407fc92056d,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143ccc0352ba6b993c9904/eu.737efa9f-03ab-45b1-9822-d4f2ad58a0ab.wav,27.86,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143ccc0352ba6b993c9904/eu.737efa9f-03ab-45b1-9822-d4f2ad58a0ab-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.0-new.mp4,5,My name is bob geech lay i drive my kids to school my daughter goes to a school that s far from our house it takes 30 minutes to get there then i ll drive my son to this school it s close to my job my daughter is in the 6th grade and my son is in the 2nd they are both good students my daughter usually swings her favorite songs while i drive my son usually sleeps,41.0
396,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/4.png,eu.fa5b93ad-96a3-40a5-aef5-fb3cc5f82c6a,Yes,No,No,No,00028edf7c--66143d3049336b297834dfcb,983ab1b18a32b2b6781e2a08618e69a2,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143d3049336b297834dfcb/eu.fa5b93ad-96a3-40a5-aef5-fb3cc5f82c6a.wav,27.051,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143d3049336b297834dfcb/eu.fa5b93ad-96a3-40a5-aef5-fb3cc5f82c6a-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,4,Im leaving without a very welcome host family i have my own private bathroom before we eat breakfast lunch and dinner together on sundays we eat a big homemade cook at soup for lunch in spain lunch it s usually the biggest in your of the day it s also very common for people to take a midday nap right after up being you i am actually just welcomed from my net right now,72.0
397,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/2.png,eu.3be40199-5870-4e5b-aa0c-c2208121c980,Yes,Yes,Yes,No,00028edf7c--66143e000352ba6b993cb0c1,530dd40e8a240049a8c0bedb0dd5b087,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143e000352ba6b993cb0c1/eu.3be40199-5870-4e5b-aa0c-c2208121c980.wav,21.205,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143e000352ba6b993cb0c1/eu.3be40199-5870-4e5b-aa0c-c2208121c980-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,2,Monday is viewed by many to be the worst day of the week as a master returned to her following the weekend in the most full time employees are given 2 days old most students attend school in the morning and return home and all to do usually from about 8 or 3 or 7 until 2 and most workers but are working the morning notes that home in the evening usually from 9 to 5 or 8 to 4,101.0
398,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/2.png,eu.6a93ba72-ed78-49a7-9c9f-67b81cbef82a,Yes,No,Yes,No,00028edf7c--66143e1549336b297834f063,805e3d6c1010bc386032153b9612b4b0,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143e1549336b297834f063/eu.6a93ba72-ed78-49a7-9c9f-67b81cbef82a.wav,27.74,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143e1549336b297834f063/eu.6a93ba72-ed78-49a7-9c9f-67b81cbef82a-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,2,Monday is viewed by minute with the worst day of the week as it marks the return to work fulling the weekend when most full time employees are given 2 days of most students attend school in the morning and turn home in the afternoon usually from about 8 until 3 or 7 until 2 and most workers go to work in the morning and turn home in the evening usually from 9 to 5 or 8 to 4,65.0
399,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/3.png,eu.a0546388-a5e7-4946-b37d-b0a85d309456,Yes,No,Yes,No,00028edf7c--66143e4ede86a150637e01c1,c92ca47293a16ae97c74f7ba988e6f34,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143e4ede86a150637e01c1/eu.a0546388-a5e7-4946-b37d-b0a85d309456.wav,25.24,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143e4ede86a150637e01c1/eu.a0546388-a5e7-4946-b37d-b0a85d309456-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,3,London is a famous and historic city it is the capital of england in The city is quite popular for international tourism because london is home to 1 of the oldest standing monarchies in the western area rita and joan recently traveled to london they were very excited for their trip because this was their 1st journey overseas from the united states,43.0
400,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4,https://storage.yandexcloud.net/toloka-chebotarev/2.png,eu.ab62bf1c-f28a-4b94-abfd-18ee874fcbb9,Yes,No,No,No,00028edf7c--66143ef64e5be33a30240bb1,f97b18fe8e16ee5dfd76561007ca18be,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143ef64e5be33a30240bb1/eu.ab62bf1c-f28a-4b94-abfd-18ee874fcbb9.wav,24.511999999999997,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143ef64e5be33a30240bb1/eu.ab62bf1c-f28a-4b94-abfd-18ee874fcbb9-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.2-new.mp4,2,Monday is viewed by may to be the worst day of the week as it must return to work following the weekend when most full time employees are given 2 days off most students are just as cold in the morning and return home in the afternoon each only from about 8 until 3 or 7 until 2 and most stalkers go to work in the morning and return home in the evening usually from 9 to 5 or 8 to 4,78.0
401,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/4.png,eu.c0ca414f-60b1-4de0-b563-e8609293e2ca,Yes,No,Yes,No,00028edf7c--66143f7549336b2978350c72,9d663ed78c607386a256e2157699df95,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--66143f7549336b2978350c72/eu.c0ca414f-60b1-4de0-b563-e8609293e2ca.wav,26.678,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--66143f7549336b2978350c72/eu.c0ca414f-60b1-4de0-b563-e8609293e2ca-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,4,Im living with a very welcoming host family i have my own private bedroom but we eat breakfast lunch and dinner together on sundays we eat a bake home cooked soup for lunch in spain lunches usually the biggest meal of the day it s also very common for people to take a midday nap right after a big meal im actually just waking up from my nap right now,29.0
402,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/5.png,eu.5d963b04-5ab5-4109-8c75-a3f5fa8af33a,No,No,Yes,Yes,00028edf7c--6614409e0352ba6b993ce331,5e1c527bbfa65a31b2d9eec14644910f,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--6614409e0352ba6b993ce331/eu.5d963b04-5ab5-4109-8c75-a3f5fa8af33a.wav,32.277,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--6614409e0352ba6b993ce331/eu.5d963b04-5ab5-4109-8c75-a3f5fa8af33a-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5-new.mp4,5,My name is bob each day i drive my kids to school my daughter goes to a school that s far from our house it takes 30 minutes to get there then i drive my son to his school it s close to my job my daughter is in the 6th grade and my son is in the 2nd they are both good students my daughter usually sings her favorite songs while i drive my son usually sleeps,33.0
403,https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/4.png,eu.95484eb6-8b10-46b2-99a8-7afc90c99847,Yes,No,Yes,No,00028edf7c--661440e649336b29783524e6,a043594c54fcc328490c2da1e698ba50,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--661440e649336b29783524e6/eu.95484eb6-8b10-46b2-99a8-7afc90c99847.wav,47.06100000000001,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--661440e649336b29783524e6/eu.95484eb6-8b10-46b2-99a8-7afc90c99847-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_1.5-new.mp4,4,I am living with their very welcoming post family i have my own private bedroom but we eat breakfast lunch and dinner together on sundays we eat a big warm cooker soup for lunch in spain lunches usually the biggest meal of the day it s also very common for people to take a bit of nap right after a big meal i am actually just waking up from my nap right now,38.0
404,https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.5.mp4,https://storage.yandexcloud.net/toloka-chebotarev/5.png,eu.d9218bdd-a081-4018-8359-5ed81f35d67d,No,No,Yes,Yes,00028edf7c--661440f64e5be33a30242f52,d2b65422a756546d6115b48259b3265b,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5.mp4,/home/gvchebotaryov/cloud/full/Recordings/assignment_00028edf7c--661440f64e5be33a30242f52/eu.d9218bdd-a081-4018-8359-5ed81f35d67d.wav,31.92,/Users/grigorijcebotarev/Desktop/thesis/Recordings/assignment_00028edf7c--661440f64e5be33a30242f52/eu.d9218bdd-a081-4018-8359-5ed81f35d67d-new.wav,/Users/grigorijcebotarev/Desktop/thesis/Recordings/texts_speechkit/TextA_0.5-new.mp4,5,My name is bob each day i drive my kids to school my daughter got to schools that s far from our house it takes 30 minutes to get there then i drive my son to this school it s close to my job my daughter is in the 6 is great and my son is in the 2nd they are both good students my daughter usually sings her favorite song while,73.0
